time_min,rr_bpm,ti_s,te_s,vt_ml,vt_ml_kg,raw_insp_cmH2O_s_L,raw_exp_cmH2O_s_L,crs_ml_cmH2O,tau_exp_s,expiratory_residual_fraction,trapped_volume_ml,trapped_volume_ml_kg,autopeep_cmH2O,measured_autopeep_cmH2O,occult_autopeep_cmH2O,total_peep_cmH2O,pplat_cmH2O,ppeak_cmH2O,alveolar_ventilation_l_min,paco2_mmHg,etco2_mmHg,ph,map_mmHg,trigger_work_index,external_peep_excess_cmH2O,barotrauma_risk,hemodynamic_risk,ventilation_risk,global_risk_score,unsafe_physiology,simulation_terminated,safety_message
0.8333,11.0,1.0909090909090908,4.363636363636363,260.98794712852606,10.874497797021919,41.37752367635092,84.41014829975587,20.734551637016708,2.025843559194141,0.11602090783638215,35.635208692305945,1.4848003621794144,1.8511651421833468,1.728988242799246,0.12217689938410081,4.851165142183347,17.438268625173205,21.0,2.0982054183745533,54.29211029692647,47.55360313129621,7.293474908471799,63.97976697156333,0.0,1.1488348578166532,warning,low,low,0.2359298159201332,False,False,
0.9167,11.0,1.0909090909090908,4.363636363636363,261.17407273718436,10.882253030716015,41.33375166159701,84.32085338965791,20.731202768465806,2.02370048135179,0.11575656022613127,35.56868553189394,1.4820285638289141,1.8480078952435612,1.7260393741574862,0.12196852108607503,4.848007895243561,17.44612271058152,21.0,2.100325422687092,54.23730949952477,47.50628893947045,7.29381989144304,63.98039842095129,0.0,1.1519921047564388,warning,low,low,0.2364281594544929,False,False,
1.0,11.0,1.0909090909090908,4.363636363636363,261.35954331927616,10.889980971636506,41.29017847501277,84.23196408902605,20.727864741341598,2.0215671381366254,0.11549345682070576,35.502430204238124,1.4792679251765886,1.8448625809566401,1.723101650613502,0.12176093034313817,4.84486258095664,17.453954090416183,21.0,2.102438178338128,54.182806026688915,47.459231206716765,7.294163422439448,63.981027483808674,0.0,1.1551374190433599,warning,low,low,0.23692488968130956,False,False,
1.0833,11.0,1.0909090909090908,4.363636363636363,261.5443606161097,10.897681692337905,41.246803131366384,84.14347838798741,20.72453753218997,2.019443481311698,0.1152315917449165,35.43644180567711,1.4765184085698797,1.8417291651431014,1.7201750402436569,0.1215541248994445,4.841729165143102,17.46176279483791,21.0,2.104543702559343,54.12859797659053,47.41242829360883,7.294505507486361,63.98165416697138,0.0,1.1582708348568986,warning,low,low,0.23742001009077854,False,False,
1.1667,11.0,1.0909090909090908,4.363636363636363,261.7285263727323,10.905355265530511,41.203624650757476,84.05539428754524,20.72122111747605,2.0173294629010856,0.1149709591466425,35.37071943169465,1.4737799763206105,1.8386076135127192,1.7172595110208797,0.12134810249183947,4.838607613512719,17.469548854325662,21.0,2.1066420126491394,54.07468346116796,47.36587857259345,7.294846152591761,63.982278477297456,0.0,1.1613923864872808,warning,low,low,0.2379135241851122,False,False,
1.25,11.0,1.0909090909090908,4.363636363636363,261.9120423360008,10.913001764000034,41.160642058585786,83.967709799515,20.717915473607174,2.0152250351883603,0.11471155319682332,35.30526217802866,1.4710525907511942,1.8354978917203093,1.714355030866769,0.12114286085354031,4.835497891720309,17.4773122996251,21.0,2.1087331259493256,54.021060606574586,47.31958042837314,7.295185363742671,63.98290042165594,0.0,1.1645021082796907,warning,low,low,0.23840543547512283,False,False,
1.3333,11.0,1.0909090909090908,4.363636363636363,262.09491025428997,10.920621260595416,41.11785438551999,83.88042294646077,20.71462057693654,2.0131301507150585,0.1144533680894488,35.24006914083358,1.4683362142013994,1.8323999653740761,1.7114615676593872,0.12093839771468895,4.832399965374076,17.485053161740318,21.0,2.110817059841516,53.967727553117754,47.273532257853056,7.295523146904766,63.98352000692518,0.0,1.1676000346259239,warning,low,low,0.23889574747968165,False,False,
1.4167,11.0,1.0909090909090908,4.363636363636363,262.27713187739096,10.928213828224623,41.07526066746675,83.79353176163217,20.71133640376451,2.011044762279172,0.11419639804154903,35.17513941673368,1.4656308090305699,1.8293138000385039,1.7085790892359627,0.12073471080254117,4.829313800038504,17.49277147193066,21.0,2.11289383174582,53.91468245514005,47.227732470038404,7.295859508022357,63.9841372399923,0.0,1.1706861999614961,warning,low,low,0.23938446372551922,False,False,
1.5,11.0,1.0909090909090908,4.363636363636363,262.4587089564318,10.935779539851325,41.03285994553994,83.70703428890147,20.70806293033975,2.0089688229336353,0.11394063729318153,35.11047210286282,1.4629363376192843,1.8262393612365644,1.7057075633949512,0.12053179784161316,4.826239361236564,17.50046726170807,21.0,2.1149634591197937,53.861923480895314,47.182179485927485,7.296194453018415,63.984752127752685,0.0,1.1737606387634356,warning,low,low,0.2398715877470609,False,False,
1.5833,11.0,1.0909090909090908,4.363636363636363,262.6396432438012,10.943318468491716,40.99065126603011,83.62092858270142,20.704800132860296,2.0069022859848342,0.11368608010741817,35.0460662969025,1.4602527623709376,1.8231766144518438,1.702846957898022,0.12032965655382166,4.823176614451844,17.508140562834495,21.0,2.1170259594574365,53.80944881242507,47.136871738405056,7.296527987794599,63.98536467710963,0.0,1.1768233855481562,warning,low,low,0.24035712308626528,False,False,
1.6667,11.0,1.0909090909090908,4.363636363636363,262.81993649307356,10.950830687211399,40.94863368037406,83.53521270796307,20.70154798747461,2.0048451049911136,0.11343272077032987,34.981921097119006,1.457580045713292,1.8201255251306259,1.6999972404720047,0.12012828465862113,4.820125525130626,17.515791407319327,21.0,2.119081350288195,53.75725664543621,47.09180767213676,7.29686011823129,63.98597489497387,0.0,1.1798744748693741,warning,low,low,0.24084107329246915,False,False,
1.75,11.0,1.0909090909090908,4.363636363636363,262.9995904589351,10.958316269122294,40.90680624512466,83.4498847400543,20.69830647028261,2.0027972337613034,0.11318055359097107,34.91803560240024,1.45491815010001,1.8170860586839659,1.6971583788108242,0.11992767987314168,4.817086058683966,17.523419827416888,21.0,2.121129649175979,53.705345189179894,47.04698574346467,7.297190850187622,63.986582788263206,0.0,1.1829139413160341,warning,low,low,0.2413234419222306,False,False,
1.8333,11.0,1.0909090909090908,4.363636363636363,263.1786068971099,10.965775287379579,40.86516802192089,83.3649427647186,20.69507555733675,2.0007586263532464,0.11292957290136213,34.85440891229189,1.452267038012162,1.8140581804897271,1.6943303405774053,0.11972783991232183,4.814058180489727,17.53102585562386,21.0,2.1231708737181907,53.65371266633159,47.002404420303726,7.297520189501515,63.98718836390206,0.0,1.1859418195102729,warning,low,low,0.241804232539174,False,False,
1.9167,11.0,1.0909090909090908,4.363636363636363,263.356987564287,10.973207815178625,40.823718077458004,83.28038487801432,20.69185522464304,1.9987292370723437,0.11267977305647107,34.79104012703307,1.4496266719597113,1.811041855894597,1.6915130934055538,0.11952876248904332,4.811041855894597,17.538609524676712,21.0,2.1252050415447457,53.60235731287273,46.95806218203965,7.297848141989707,63.98779162882108,0.0,1.188958144105403,warning,low,low,0.24228344871383367,False,False,
2.0,11.0,1.0909090909090908,4.363636363636363,263.53473421804847,10.980613925752019,40.782455483457916,83.19620918625415,20.68864544816208,1.9967090204700997,0.11243114843419373,34.727928347591565,1.4469970144829818,1.8080370502160852,1.6887066049018236,0.11933044531426162,4.808037050216085,17.54617086754921,21.0,2.1272321703171175,53.55127737797325,46.91395751942758,7.298174713447788,63.98839258995678,0.0,1.1919629497839148,warning,low,low,0.24276109402350005,False,False,
2.0833,11.0,1.0909090909090908,4.363636363636363,263.71184861679785,10.987993692366578,40.74137931663979,83.11241380594517,20.685446203810105,1.994697931342684,0.112183693435333,34.665072675698426,1.444378028154101,1.80504372874449,1.6859108426473537,0.11913288609713635,4.80504372874449,17.553709917449865,21.0,2.12925227772739,53.50047112387532,46.87008893449181,7.298499909650234,63.988991254251104,0.0,1.19495627125551,warning,low,low,0.24323717205206777,False,False,
2.1667,11.0,1.0909090909090908,4.363636363636363,263.88833251968947,10.995347188320395,40.70048865869074,83.0289968637291,20.682257467459994,1.9926959247294986,0.11193740248357655,34.60247221388208,1.44176967557842,1.8020618567448443,1.6831257741996848,0.11893608254515953,4.802061856744844,17.561226707819383,21.0,2.131265381497305,53.44993682577866,46.82645494042671,7.298823736350439,63.98958762865103,0.0,1.1979381432551557,warning,low,low,0.24371168638988153,False,False,
2.25,11.0,1.0909090909090908,4.363636363636363,264.06418768655834,11.00267448693993,40.65978259623681,82.94595649632309,20.67907921494231,1.9907029559117542,0.11169227002547391,34.54012606550205,1.4391719193959187,1.7990913994588398,1.6803513670945565,0.11874003236428332,4.79909139945884,17.568721272328162,21.0,2.1332714993773334,53.39967277172652,46.783054061498454,7.299146199280754,63.99018172010823,0.0,1.2009086005411602,warning,low,low,0.24418464063358503,False,False,
